transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar
0xe14414811443a0435a1853e72da6a2521716ab76a86612081dec041a09d22c70,34,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,5229480,54209,,,1,264727020222,,,,
0xa2f8f9944c235fd83d033ee3de622c552a382f9ab3fb94d2e294da2caee847e6,35,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,5304165,74685,,,1,264727020222,,,,
0xf9bb3441585c5107e423ae577b611bacd6d23f2f3417776d52d689424a80b899,36,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,5396381,92216,,,1,264727020222,,,,
0xacc248f5cfe413382a7741dfc1ba2ffdca9b35360c6e37d4fe0d47de122c59fa,37,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,5499527,103146,,,1,264165696886,,,,
0x29dcc408a1e784ce95fe0a7580efba4ad28c195eddd3ad2653fb7485ac738911,38,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,6045795,546268,,,1,263640397113,,,,
0x2ccf7fe62b7b87335d1addd023fc4652d6369079620626c02b4cfc64eb92bdc5,39,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,6122765,76970,,,1,263640397113,,,,
0xc60183c3e8c8dac6fcc52751feb915428405f92b2403952499f9b4a8e91507fb,40,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,6299238,176473,,,1,258605150694,,,,
0xb01eaaccef4e7255d9fa961cfff347522c831870134a91752a14d41dacad5f5b,41,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,6475893,176655,,,1,254522001749,,,,
0xb5072bb17328ff1b74f3621a6c8ac308ded0e24c5e942ca66807b06e7000ac39,42,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,6650925,175032,,,1,253120190091,,,,
0x392ea988d8e69909453e9a289da390ac5d19e542410b4d096cd8718de3cefd27,43,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,6827220,176295,,,1,253120190091,,,,
0x166eeca4627e2253ca8df9417f2af841ea2644545b361cdbca552e97a2225f33,44,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,7003719,176499,,,1,253120190091,,,,
0xa88bb26c8b00fe526da865e3b0f615e4c4df60032fb310355dc5eb7b2e30d725,45,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,7180240,176521,,,1,253120190091,,,,
0x94891d40d2cd17d50179c989c6a4b7a7f07c123654111b159097e7bbaa0e8d7f,46,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,7356775,176535,,,1,253120190091,,,,
0x4f5120535900beffaa6016f73c81545bb522fbb91cff035e7cbfb45f9f3cf8ca,47,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,7533442,176667,,,1,253120190091,,,,
0x9805a05ad6bd678ac2d29d880412bd430188cda3a2ce93d385fc9762a9ab02da,48,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,7709929,176487,,,1,253120190091,,,,
0x3f9a5087ffaf17f8b8ed46ec1dc9090dd736bf1d7c841e52ec76d226e37be506,49,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,7886498,176569,,,1,253120190091,,,,
0x8ca9727a192121cb930469cc73a054a8e68ed94da0467b06528209d9a7ffdf99,50,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,8063201,176703,,,1,253120190091,,,,
0x00ebacb6e3527612ae226be22df8f7f436c702d8e1935a86b1988602a2ac8323,51,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,8109850,46649,,,1,249484757098,,,,
0xd5d315570d7923821db861ea3f23b4bb7d9a17306e1df992387804f6ce4946b0,52,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,8130850,21000,,,1,249484757098,,,,
0x57a572b8f53a380e675727bfd4b476a600c45112b04837c6486ddc88dbf12ce9,53,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,8256848,125998,,,1,229326462818,,,,
0xe2f2a1374c7ec8e055e65d497f86fb947d48757358ab6cb7bf9689f841619fd5,54,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,8382834,125986,,,1,229326462818,,,,
0x2c0887e29674ea4a66fc8bfbbcf60b59e411d11d108982275a4cab2c8ac28b6c,55,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,8572771,189937,,,1,221723954646,,,,
0x025c74a81531dfb14d26a281e7e4661f89b35d9d71200a0eb903295a5f7e6a17,56,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,8762708,189937,,,1,221723954646,,,,
0xf08f5262182cbe8ed0977ddb6abbda6394b54d39d68d032dbb621debc644161b,57,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,8814780,52072,,,1,215000000000,,,,
0xb68e38145251c78acff218a181af22899f37e6ebe76757eb42d73e643d71a175,58,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,9004659,189879,,,1,213758412190,,,,
0xd965af88e46079bbd2a5fd38704f2f0d0aaea352e8dd32d2b1deb5f5ae91ea4f,59,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,9181204,176545,,,1,213596399097,,,,
0xceb6d5208b292d1e3529f26b3e09bfb5f63d4dbcfd6a4a091ae80cd277cb2ca2,60,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,9202204,21000,,,1,197548412190,,,,
0xc732d010524a5d69e2112b0b6acb39ee338861b8488f2e216f3cbd6829de3187,61,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,9435743,233539,,,1,193131543311,,,,
0xe6aad99a9ad9d144a35f1b0a0bcf69124e895fa12ccda30f09f48374d7fdaaeb,62,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,9480784,45041,,,1,192160760693,,,,
0xa4e4d840d24b936d906e6960276d0f2c7b03b4920e1355ca488872c92d34967b,63,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,9659625,178841,,,1,191000000000,,,,
0x8f6b6d02f9f23406cf2bd04201ebad183fa1c584f77ef77d525f843b9c93c6b9,64,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,9733863,74238,,,1,191000000000,,,,
0x3c2354d2d7309a6d597dc7803951b6a7ab981032f0b374456d63482cadb4601e,65,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,9808101,74238,,,1,191000000000,,,,
0x477f525f810981bb282f7d36b35c956f5e6bf8560cd62354d97438bb1903ee53,66,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,9882339,74238,,,1,191000000000,,,,
0xf9c733c1242439619f4333eeebc802a5fddbf6f7a36d3e1d494512e66af9fcc2,67,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,9911688,29349,,,1,190123235000,,,,
0x1494e7a04a855e9738cebd7dcde777e2456e0c4662cae3aedd811cabe1e9b7d6,68,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,9940981,29293,,,1,190123235000,,,,
0x431997275a057146fbed340d8b64d0fbd048d5c5a48550a0edb6ecb57139a3e7,69,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,9961981,21000,,,1,188900000000,,,,
0x6d87c834ae4457fa87a50695e2424837246030841c3dca7a2eb56f5a2e470b95,70,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,9982981,21000,,,1,187284804825,,,,
0xac281e6ed9ca70d62d266b26f5d2b04f0729e06468c3b28c9539f9f1baa46922,71,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,10113104,130123,,,1,183696873819,,,,
0x2d576abbdd8859ce5d9d2fa5a27e6d76b8f506da88316698f9d4cdc846f199a9,72,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,10253273,140169,,,1,183696873819,,,,
0x2d813a3656de9120e42edb3b1021e3a4d9b0af4f8d22d8fe64bb448a55035afe,73,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,10294271,40998,,,1,177846150110,,,,
0x4a12cd7a2232b0a5c8c2efc4e79c6a9491f60cad4141a30adb75a91f9f264bed,74,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,10514335,220064,,,1,176614329638,,,,
0x1ed0756a0d615ae3d1c36f8b711f66a125fa4bdda5fcc11093345a522774b509,75,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,10551492,37157,,,1,175692391796,,,,
0x236d3cbe782b4d557e13e9b17808a64b15738715bc931a3d705725be00b29f4a,76,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,10572492,21000,,,1,175310381907,,,,
0xcaad5a14766bad3ed036af49b9c5ee4ea3f1838474030fa101d9664074866bd5,77,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,10911176,338684,,,1,169911218638,,,,
0xcc73da1d2c026e7c0fe5d931fd8bd951fda7051481a5ccd4897a24273bdaba88,78,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,11429612,518436,,,1,165579968101,,,,
0x69ea9615ebb28a22a024f7320111ac3b00dd994e1fd2321adbc12a69e9c85948,79,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,11642342,212730,,,1,165579968101,,,,
0xc6470b55987fc9fe1fd9680d8301621c152ff4e23819fcd4f218f4b45c379fd5,80,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,11663342,21000,,,1,162246644567,,,,
0x3dd316b5ebb22d0463a6501d0f87c2720f7e7499bf23e1dc6c84b13876e9149e,81,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,11716500,53158,,,1,161051359146,,,,
0x41912b36e0d46802ba99b7525859b9751f382ca615d740e521073c5cd7e107b1,82,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,11836142,119642,,,1,160009013357,,,,
0x698d673032e2cf9860c6dbba40586ba838987c8d829c928fae000633732b6209,83,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,13246666,1410524,,,1,159548412190,,,,
0x4ce366ff78ae55809d93a8a3ee3cdee7f1d0e370ba8ab58d9aa351ffc0165869,84,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,13330974,84308,,,1,157548412190,,,,
0x916d9d223a7a50580d070e69d3e83429a228f1defcac5e17f500216fccdc476a,85,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,13362839,31865,,,1,157000000000,,,,
0x595d10d0a7c14abcd74c629a733cf864948dd1fa94f8bb94ec09bb9200a7af3f,86,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,13408505,45666,,,0,155446339157,,,,
0x271da1000d101947e96b407d2aa795a8c2b829f6d2429e01246c51fcf23b7d28,87,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,13429505,21000,,,1,154762412190,,,,
0xfbba53ca2787ad20298470d35725c7bc34b26389cf74ad84de2ab1b56fb397de,88,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,13586579,157074,,,1,153930422079,,,,
0xdcab6479584b5afad384668ffcd019abd4cf1974ec0a7bd6bf351694d8268189,89,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,13743653,157074,,,1,153930422079,,,,
0x21931797f68924073f82c97c07cc5630365032fe3a598945442a3aa437430ad3,90,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,13885580,141927,,,1,149558412190,,,,
0x321e1b81d308bebe7edd180aabda0e5b4e6f3f398536256b60b3653568929cb9,91,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,13906580,21000,,,1,149558412190,,,,
0x199d8221169cdc0e30f6b8b229bda5e9f53659297475e63f68704f9ab2f79d54,92,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,14107727,201147,,,1,149558412190,,,,
0xf716f67e49c56942b5ec7461c309c32fe2b0e0859b2cd4465a2f5734121706a6,93,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,14333317,225590,,,1,149558412190,,,,
0xf8988c90e68f7aed43300efcdf31513a14575b73c588321796eed2a17be8ff5b,94,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,14491899,158582,,,1,149558412190,,,,
0x675eafbfcf3753224f28c6a1f0ffd4293f2ae791887285e911923bbab2c7f977,95,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,14668417,176518,,,1,149558412190,,,,
0x470aed71254c3eea6a433a34e791a64bed0238556a9ddf97ee7cfed15a6be992,96,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,14843871,175454,,,1,149558412190,,,,
0xf29aaded23c9794f4e602a7d5baf95e0f9d1ef03a11bd777996dc4ef62e7a87a,97,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,14891400,47529,,,1,149558412190,,,,
0x0266238116a397a6412d6f8c954fcbcb8cd7d165a73662fb09f074a19b2e8130,98,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,14912400,21000,,,1,149558412190,,,,
0x2beff537daaec9d30205ae3de091b1b53874e513adb0c5bf9ec4a80ede65e299,99,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,14933400,21000,,,1,149558412190,,,,
0xe26f4a5a43dafd8f33e698773151cb4774af85e2356e888a7e6d2f02ee35b6f3,100,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,15164267,230867,,,1,149558412190,,,,
0x425b3a54b238ec4cecb5e3643227a53a7fbd5e4aefc76adf83a8e7afe885a1ab,101,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,15185267,21000,,,1,149558412190,,,,
0x63d51ff41ad4e7b8c08bccfcadd3cdf4f80709d2168c055e3d933e19b98066d5,102,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,15206267,21000,,,1,149558412190,,,,
0xb83d350e182444cf62a6195fe6fa2de992916dc644ab11a5b4ed64905a1263da,103,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,26814493,11608226,,,1,149558412190,,,,
0x9a4f1016bd7e91b4c41dc11bf0dc35cb34f0c263030a073ab8b014627e164150,104,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,26894047,79554,,,1,149558412190,,,,
0xa5bbb831e504c6849dd278b64c4bc6ca0e41fd795e62b22f898342e1c4fc16ec,105,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,26975564,81517,,,1,147866753765,,,,
0x82915d98b04adedb6897f10d3083471f96c7bd16429a80283476c17e543ed52f,106,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,27054722,79158,,,1,147866753765,,,,
0x13697747ed0bfe3424380619bcebfde03a17fcf3075cf773a310705dc59bb945,107,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,27269164,214442,,,1,147866753765,,,,
0x1fb46ef7093a3581c161535697cfb1db297123b9d7558d2f6aeca028a9b1e1e6,108,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,27739578,470414,,,1,147866753765,,,,
0x31c2c8e9f07875b15ed249ed1064c7fc78c9455868a82a6ecb8f015f409fb0e2,109,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,27821095,81517,,,1,147866753765,,,,
0x14da4dbf7bf3b83e359cec1457137f8d0d15aba2837bb1085821cb86b5d8fa03,110,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,27902612,81517,,,1,147866753765,,,,
0x428802a1f163489aea3826a2c43305e31ceb53ea41071d776c641f4c983e2d1b,111,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,27954684,52072,,,1,147866753765,,,,
0xfbf213a181d1dd78d3dfe19adcec168e955da2761fab025427d74e4c42d2c19f,112,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,28176360,221676,,,1,147866753765,,,,
0x6894477b7d7b8850c4aae150d828e752b80801149277bfbfea59aaef049f8401,113,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,28239912,63552,,,1,147866753765,,,,
0x4b21987a67713805b8f00e2a24c6b04207e789ee79645041092bd9cd58e1857d,114,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,28321429,81517,,,1,147866753765,,,,
0xc1ce6583b845204d43331aaece65352e9a41e6f588e635c619d59514925e23ae,115,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,28512180,190751,,,1,147866753765,,,,
0x0ef5c9571b9211ccfb55541fe38dd671fa7756f4148f37a825a9daf4657339d5,116,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,28592880,80700,,,1,147866753765,,,,
0xe21a0321e3806a469e1b1360626c8a841811f5ccb91440d754aa04bf971e7bb0,117,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,28613880,21000,,,1,147866753765,,,,
0x332e105379436398de61e543256292f42f1f4bc3e0c8f4971560ae5ba5106c7e,118,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,29016386,402506,,,1,147866753765,,,,
0xc97aa918e16dc0825c4a71a18c055d94eede8b33d020b59a96611272685add8f,119,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,29046215,29829,,,1,147866753765,,,,
0xc7063d6ed6bef2fb0c058cd1f82f1d818b1bc8a1bad9bc9dd092683e2b7be74e,120,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,29105041,58826,,,1,147866753765,,,,
